artist_name,album_name,release_date,track_name,track_number,explicit
Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,my tears ricochet - the long pond studio sessions,5,False
Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,mirrorball - the long pond studio sessions,6,False
Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,seven - the long pond studio sessions,7,False
Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,august - the long pond studio sessions,8,False
Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,this is me trying - the long pond studio sessions,9,False
Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,illicit affairs - the long pond studio sessions,10,False
Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,invisible string - the long pond studio sessions,11,False
Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,mad woman - the long pond studio sessions,12,True
Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,epiphany - the long pond studio sessions,13,False
Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,betty - the long pond studio sessions,14,True
Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,peace - the long pond studio sessions,15,True
Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,hoax - the long pond studio sessions,16,False
Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,the lakes - the long pond studio sessions,17,False
Taylor Swift,folklore (deluxe version),2020-08-18,the 1,1,True
Taylor Swift,folklore (deluxe version),2020-08-18,cardigan,2,False
Taylor Swift,folklore (deluxe version),2020-08-18,the last great american dynasty,3,True
"Taylor Swift, Bon Iver",folklore (deluxe version),2020-08-18,exile (feat. Bon Iver),4,False
Taylor Swift,folklore (deluxe version),2020-08-18,my tears ricochet,5,False
Taylor Swift,folklore (deluxe version),2020-08-18,mirrorball,6,False
Taylor Swift,folklore (deluxe version),2020-08-18,seven,7,False
Taylor Swift,folklore (deluxe version),2020-08-18,august,8,False
Taylor Swift,folklore (deluxe version),2020-08-18,this is me trying,9,False
Taylor Swift,folklore (deluxe version),2020-08-18,illicit affairs,10,False
Taylor Swift,folklore (deluxe version),2020-08-18,invisible string,11,False
Taylor Swift,folklore (deluxe version),2020-08-18,mad woman,12,True
Taylor Swift,folklore (deluxe version),2020-08-18,epiphany,13,False
Taylor Swift,folklore (deluxe version),2020-08-18,betty,14,True
Taylor Swift,folklore (deluxe version),2020-08-18,peace,15,True
Taylor Swift,folklore (deluxe version),2020-08-18,hoax,16,False
Taylor Swift,folklore (deluxe version),2020-08-18,the lakes - bonus track,17,False
Taylor Swift,folklore,2020-07-24,the 1,1,True
Taylor Swift,folklore,2020-07-24,cardigan,2,False
Taylor Swift,folklore,2020-07-24,the last great american dynasty,3,True
"Taylor Swift, Bon Iver",folklore,2020-07-24,exile (feat. Bon Iver),4,False
Taylor Swift,folklore,2020-07-24,my tears ricochet,5,False
Taylor Swift,folklore,2020-07-24,mirrorball,6,False
Taylor Swift,folklore,2020-07-24,seven,7,False
Taylor Swift,folklore,2020-07-24,august,8,False
Taylor Swift,folklore,2020-07-24,this is me trying,9,False
Taylor Swift,folklore,2020-07-24,illicit affairs,10,False
Taylor Swift,folklore,2020-07-24,invisible string,11,False
Taylor Swift,folklore,2020-07-24,mad woman,12,True
Taylor Swift,folklore,2020-07-24,epiphany,13,False
Taylor Swift,folklore,2020-07-24,betty,14,True
Taylor Swift,folklore,2020-07-24,peace,15,True
Taylor Swift,folklore,2020-07-24,hoax,16,False
Taylor Swift,Lover,2019-08-23,I Forgot That You Existed,1,False
Taylor Swift,Lover,2019-08-23,Cruel Summer,2,False
Taylor Swift,Lover,2019-08-23,Lover,3,False
Taylor Swift,Lover,2019-08-23,The Man,4,False
Taylor Swift,Lover,2019-08-23,The Archer,5,False
Taylor Swift,Lover,2019-08-23,I Think He Knows,6,False
Taylor Swift,Lover,2019-08-23,Miss Americana & The Heartbreak Prince,7,False
Taylor Swift,Lover,2019-08-23,Paper Rings,8,False
Taylor Swift,Lover,2019-08-23,Cornelia Street,9,False
Taylor Swift,Lover,2019-08-23,Death By A Thousand Cuts,10,False
Taylor Swift,Lover,2019-08-23,London Boy,11,False
"Taylor Swift, The Chicks",Lover,2019-08-23,Soon You’ll Get Better (feat. The Chicks),12,False
Taylor Swift,Lover,2019-08-23,False God,13,False
Taylor Swift,Lover,2019-08-23,You Need To Calm Down,14,False
Taylor Swift,Lover,2019-08-23,Afterglow,15,False
"Taylor Swift, Brendon Urie, Panic! At The Disco",Lover,2019-08-23,ME! (feat. Brendon Urie of Panic! At The Disco),16,False
Taylor Swift,Lover,2019-08-23,It’s Nice To Have A Friend,17,False
Taylor Swift,Lover,2019-08-23,Daylight,18,False
Taylor Swift,Taylor Swift Karaoke: reputation,2018-03-09,...Ready For It? - Karaoke Version,1,False
"Taylor Swift, Ed Sheeran, Future",Taylor Swift Karaoke: reputation,2018-03-09,End Game - Karaoke Version,2,False
Taylor Swift,Taylor Swift Karaoke: reputation,2018-03-09,I Did Something Bad - Karaoke Version,3,False
Taylor Swift,Taylor Swift Karaoke: reputation,2018-03-09,Don't Blame Me - Karaoke Version,4,False
Taylor Swift,Taylor Swift Karaoke: reputation,2018-03-09,Delicate - Karaoke Version,5,False
Taylor Swift,Taylor Swift Karaoke: reputation,2018-03-09,Look What You Made Me Do - Karaoke Version,6,False
Taylor Swift,Taylor Swift Karaoke: reputation,2018-03-09,So It Goes... - Karaoke Version,7,False
Taylor Swift,Taylor Swift Karaoke: reputation,2018-03-09,Gorgeous - Karaoke Version,8,False
Taylor Swift,Taylor Swift Karaoke: reputation,2018-03-09,Getaway Car - Karaoke Version,9,False
Taylor Swift,Taylor Swift Karaoke: reputation,2018-03-09,King Of My Heart - Karaoke Version,10,False
Taylor Swift,Taylor Swift Karaoke: reputation,2018-03-09,Dancing With Our Hands Tied - Karaoke Version,11,False
Taylor Swift,Taylor Swift Karaoke: reputation,2018-03-09,Dress - Karaoke Version,12,False
Taylor Swift,Taylor Swift Karaoke: reputation,2018-03-09,This Is Why We Can't Have Nice Things - Karaoke Version,13,False
Taylor Swift,Taylor Swift Karaoke: reputation,2018-03-09,Call It What You Want - Karaoke Version,14,False
Taylor Swift,Taylor Swift Karaoke: reputation,2018-03-09,New Year's Day - Karaoke Version,15,False
Taylor Swift,reputation,2017-11-10,...Ready For It?,1,False
"Taylor Swift, Ed Sheeran, Future",reputation,2017-11-10,End Game,2,False
Taylor Swift,reputation,2017-11-10,I Did Something Bad,3,False
Taylor Swift,reputation,2017-11-10,Don’t Blame Me,4,False
Taylor Swift,reputation,2017-11-10,Delicate,5,False
Taylor Swift,reputation,2017-11-10,Look What You Made Me Do,6,False
Taylor Swift,reputation,2017-11-10,So It Goes...,7,False
Taylor Swift,reputation,2017-11-10,Gorgeous,8,False
Taylor Swift,reputation,2017-11-10,Getaway Car,9,False
Taylor Swift,reputation,2017-11-10,King Of My Heart,10,False
Taylor Swift,reputation,2017-11-10,Dancing With Our Hands Tied,11,False
Taylor Swift,reputation,2017-11-10,Dress,12,False
Taylor Swift,reputation,2017-11-10,This Is Why We Can't Have Nice Things,13,False
Taylor Swift,reputation,2017-11-10,Call It What You Want,14,False
Taylor Swift,reputation,2017-11-10,New Year’s Day,15,False
Taylor Swift,reputation Stadium Tour Surprise Song Playlist,2017-11-09,All Too Well,1,False
Taylor Swift,reputation Stadium Tour Surprise Song Playlist,2017-11-09,Wildest Dreams,2,False
Taylor Swift,reputation Stadium Tour Surprise Song Playlist,2017-11-09,The Best Day,3,False
Taylor Swift,reputation Stadium Tour Surprise Song Playlist,2017-11-09,Red,4,False
Taylor Swift,reputation Stadium Tour Surprise Song Playlist,2017-11-09,Holy Ground,5,False
Taylor Swift,reputation Stadium Tour Surprise Song Playlist,2017-11-09,Teardrops On My Guitar - Radio Single Remix,6,False
Taylor Swift,reputation Stadium Tour Surprise Song Playlist,2017-11-09,Our Song,7,False
Taylor Swift,reputation Stadium Tour Surprise Song Playlist,2017-11-09,22,8,False
Taylor Swift,reputation Stadium Tour Surprise Song Playlist,2017-11-09,I Knew You Were Trouble.,9,False
"ZAYN, Taylor Swift",reputation Stadium Tour Surprise Song Playlist,2017-11-09,I Don’t Wanna Live Forever (Fifty Shades Darker),10,False
Taylor Swift,reputation Stadium Tour Surprise Song Playlist,2017-11-09,Mean,11,False
Taylor Swift,reputation Stadium Tour Surprise Song Playlist,2017-11-09,How You Get The Girl,12,False
Taylor Swift,reputation Stadium Tour Surprise Song Playlist,2017-11-09,So It Goes...,13,False
Taylor Swift,reputation Stadium Tour Surprise Song Playlist,2017-11-09,Fifteen,14,False
Taylor Swift,reputation Stadium Tour Surprise Song Playlist,2017-11-09,Mine,15,False
Taylor Swift,reputation Stadium Tour Surprise Song Playlist,2017-11-09,Sparks Fly,16,False
Taylor Swift,reputation Stadium Tour Surprise Song Playlist,2017-11-09,State Of Grace,17,False
Taylor Swift,reputation Stadium Tour Surprise Song Playlist,2017-11-09,Haunted,18,False
Taylor Swift,reputation Stadium Tour Surprise Song Playlist,2017-11-09,Never Grow Up,19,False
Taylor Swift,reputation Stadium Tour Surprise Song Playlist,2017-11-09,Treacherous,20,False
"Sugarland, Taylor Swift",reputation Stadium Tour Surprise Song Playlist,2017-11-09,Babe,21,False
Taylor Swift,reputation Stadium Tour Surprise Song Playlist,2017-11-09,Welcome To New York,22,False
Taylor Swift,reputation Stadium Tour Surprise Song Playlist,2017-11-09,Fearless,23,False
Taylor Swift,reputation Stadium Tour Surprise Song Playlist,2017-11-09,Enchanted,24,False
Taylor Swift,reputation Stadium Tour Surprise Song Playlist,2017-11-09,Change,25,False
Taylor Swift,reputation Stadium Tour Surprise Song Playlist,2017-11-09,Ours,26,False
Taylor Swift,reputation Stadium Tour Surprise Song Playlist,2017-11-09,Out Of The Woods,27,False
Taylor Swift,reputation Stadium Tour Surprise Song Playlist,2017-11-09,Come Back...Be Here,28,False
Taylor Swift,reputation Stadium Tour Surprise Song Playlist,2017-11-09,A Place in this World,29,False
Taylor Swift,reputation Stadium Tour Surprise Song Playlist,2017-11-09,This Love,30,False
Taylor Swift,reputation Stadium Tour Surprise Song Playlist,2017-11-09,The Lucky One,31,False
Taylor Swift,reputation Stadium Tour Surprise Song Playlist,2017-11-09,Invisible,32,False
"Taylor Swift, Colbie Caillat",reputation Stadium Tour Surprise Song Playlist,2017-11-09,Breathe,33,False
Little Big Town,reputation Stadium Tour Surprise Song Playlist,2017-11-09,Better Man,34,False
Taylor Swift,reputation Stadium Tour Surprise Song Playlist,2017-11-09,Jump Then Fall,35,False
Taylor Swift,reputation Stadium Tour Surprise Song Playlist,2017-11-09,Begin Again,36,False
Taylor Swift,reputation Stadium Tour Surprise Song Playlist,2017-11-09,Tied Together with a Smile,37,False
Taylor Swift,reputation Stadium Tour Surprise Song Playlist,2017-11-09,The Story Of Us,38,False
Taylor Swift,reputation Stadium Tour Surprise Song Playlist,2017-11-09,Forever & Always,39,False
Taylor Swift,reputation Stadium Tour Surprise Song Playlist,2017-11-09,Hey Stephen,40,False
Taylor Swift,reputation Stadium Tour Surprise Song Playlist,2017-11-09,Speak Now,41,False
Taylor Swift,reputation Stadium Tour Surprise Song Playlist,2017-11-09,Wonderland,42,False
Taylor Swift,reputation Stadium Tour Surprise Song Playlist,2017-11-09,White Horse,43,False
Taylor Swift,reputation Stadium Tour Surprise Song Playlist,2017-11-09,I'm Only Me When I'm With You,44,False
Taylor Swift,reputation Stadium Tour Surprise Song Playlist,2017-11-09,Starlight,45,False
Taylor Swift,reputation Stadium Tour Surprise Song Playlist,2017-11-09,I Know Places,46,False
Taylor Swift,1989 (Deluxe),2014-01-01,Welcome To New York,1,False
Taylor Swift,1989 (Deluxe),2014-01-01,Blank Space,2,False
Taylor Swift,1989 (Deluxe),2014-01-01,Style,3,False
Taylor Swift,1989 (Deluxe),2014-01-01,Out Of The Woods,4,False
Taylor Swift,1989 (Deluxe),2014-01-01,All You Had To Do Was Stay,5,False
Taylor Swift,1989 (Deluxe),2014-01-01,Shake It Off,6,False
Taylor Swift,1989 (Deluxe),2014-01-01,I Wish You Would,7,False
Taylor Swift,1989 (Deluxe),2014-01-01,Bad Blood,8,False
Taylor Swift,1989 (Deluxe),2014-01-01,Wildest Dreams,9,False
Taylor Swift,1989 (Deluxe),2014-01-01,How You Get The Girl,10,False
Taylor Swift,1989 (Deluxe),2014-01-01,This Love,11,False
Taylor Swift,1989 (Deluxe),2014-01-01,I Know Places,12,False
Taylor Swift,1989 (Deluxe),2014-01-01,Clean,13,False
Taylor Swift,1989 (Deluxe),2014-01-01,Wonderland,14,False
Taylor Swift,1989 (Deluxe),2014-01-01,You Are In Love,15,False
Taylor Swift,1989 (Deluxe),2014-01-01,New Romantics,16,False
Taylor Swift,1989 (Deluxe),2014-01-01,I Know Places - Voice Memo,17,False
Taylor Swift,1989 (Deluxe),2014-01-01,I Wish You Would - Voice Memo,18,False
Taylor Swift,1989 (Deluxe),2014-01-01,Blank Space - Voice Memo,19,False
Taylor Swift,1989,2014-01-01,Welcome To New York,1,False
Taylor Swift,1989,2014-01-01,Blank Space,2,False
Taylor Swift,1989,2014-01-01,Style,3,False
Taylor Swift,1989,2014-01-01,Out Of The Woods,4,False
Taylor Swift,1989,2014-01-01,All You Had To Do Was Stay,5,False
Taylor Swift,1989,2014-01-01,Shake It Off,6,False
Taylor Swift,1989,2014-01-01,I Wish You Would,7,False
Taylor Swift,1989,2014-01-01,Bad Blood,8,False
Taylor Swift,1989,2014-01-01,Wildest Dreams,9,False
Taylor Swift,1989,2014-01-01,How You Get The Girl,10,False
Taylor Swift,1989,2014-01-01,This Love,11,False
Taylor Swift,1989,2014-01-01,I Know Places,12,False
Taylor Swift,1989,2014-01-01,Clean,13,False
Taylor Swift,Red (Deluxe Edition),2012-10-22,State Of Grace,1,False
Taylor Swift,Red (Deluxe Edition),2012-10-22,Red,2,False
Taylor Swift,Red (Deluxe Edition),2012-10-22,Treacherous,3,False
Taylor Swift,Red (Deluxe Edition),2012-10-22,I Knew You Were Trouble.,4,False
Taylor Swift,Red (Deluxe Edition),2012-10-22,All Too Well,5,False
Taylor Swift,Red (Deluxe Edition),2012-10-22,22,6,False
Taylor Swift,Red (Deluxe Edition),2012-10-22,I Almost Do,7,False
Taylor Swift,Red (Deluxe Edition),2012-10-22,We Are Never Ever Getting Back Together,8,False
Taylor Swift,Red (Deluxe Edition),2012-10-22,Stay Stay Stay,9,False
"Taylor Swift, Gary Lightbody",Red (Deluxe Edition),2012-10-22,The Last Time,10,False
Taylor Swift,Red (Deluxe Edition),2012-10-22,Holy Ground,11,False
Taylor Swift,Red (Deluxe Edition),2012-10-22,Sad Beautiful Tragic,12,False
Taylor Swift,Red (Deluxe Edition),2012-10-22,The Lucky One,13,False
"Taylor Swift, Ed Sheeran",Red (Deluxe Edition),2012-10-22,Everything Has Changed,14,False
Taylor Swift,Red (Deluxe Edition),2012-10-22,Starlight,15,False
Taylor Swift,Red (Deluxe Edition),2012-10-22,Begin Again,16,False
Taylor Swift,Red (Deluxe Edition),2012-10-22,The Moment I Knew,17,False
Taylor Swift,Red (Deluxe Edition),2012-10-22,Come Back...Be Here,18,False
Taylor Swift,Red (Deluxe Edition),2012-10-22,Girl At Home,19,False
Taylor Swift,Red (Deluxe Edition),2012-10-22,Treacherous - Original Demo Recording,20,False
Taylor Swift,Red (Deluxe Edition),2012-10-22,Red - Original Demo Recording,21,False
Taylor Swift,Red (Deluxe Edition),2012-10-22,State Of Grace - Acoustic,22,False
Taylor Swift,Red,2012-10-22,State Of Grace,1,False
Taylor Swift,Red,2012-10-22,Red,2,False
Taylor Swift,Red,2012-10-22,Treacherous,3,False
Taylor Swift,Red,2012-10-22,I Knew You Were Trouble.,4,False
Taylor Swift,Red,2012-10-22,All Too Well,5,False
Taylor Swift,Red,2012-10-22,22,6,False
Taylor Swift,Red,2012-10-22,I Almost Do,7,False
Taylor Swift,Red,2012-10-22,We Are Never Ever Getting Back Together,8,False
Taylor Swift,Red,2012-10-22,Stay Stay Stay,9,False
"Taylor Swift, Gary Lightbody",Red,2012-10-22,The Last Time,10,False
Taylor Swift,Red,2012-10-22,Holy Ground,11,False
Taylor Swift,Red,2012-10-22,Sad Beautiful Tragic,12,False
Taylor Swift,Red,2012-10-22,The Lucky One,13,False
"Taylor Swift, Ed Sheeran",Red,2012-10-22,Everything Has Changed,14,False
Taylor Swift,Red,2012-10-22,Starlight,15,False
Taylor Swift,Red,2012-10-22,Begin Again,16,False
Taylor Swift,Speak Now World Tour Live,2010-10-25,Sparks Fly - Live/2011,1,False
Taylor Swift,Speak Now World Tour Live,2010-10-25,Mine - Live/2011,2,False
Taylor Swift,Speak Now World Tour Live,2010-10-25,The Story Of Us - Live,3,False
Taylor Swift,Speak Now World Tour Live,2010-10-25,Mean - Live/2011,4,False
Taylor Swift,Speak Now World Tour Live,2010-10-25,Ours - Live/2011,5,False
Taylor Swift,Speak Now World Tour Live,2010-10-25,Back To December/Apologize/You're Not Sorry - Live/2011/Medley,6,False
Taylor Swift,Speak Now World Tour Live,2010-10-25,Better Than Revenge - Live/2011,7,False
Taylor Swift,Speak Now World Tour Live,2010-10-25,Speak Now - Live/2011,8,False
Taylor Swift,Speak Now World Tour Live,2010-10-25,Last Kiss - Live/2011,9,False
Taylor Swift,Speak Now World Tour Live,2010-10-25,Drops Of Jupiter - Live/2011,10,False
Taylor Swift,Speak Now World Tour Live,2010-10-25,Bette Davis Eyes - Live/2011,11,False
Taylor Swift,Speak Now World Tour Live,2010-10-25,I Want You Back - Live/2011,12,False
Taylor Swift,Speak Now World Tour Live,2010-10-25,Dear John - Live/2011,13,False
Taylor Swift,Speak Now World Tour Live,2010-10-25,Enchanted - Live/2011,14,False
Taylor Swift,Speak Now World Tour Live,2010-10-25,Haunted - Live/2011,15,False
Taylor Swift,Speak Now World Tour Live,2010-10-25,Long Live - Live/2011,16,False
Taylor Swift,Speak Now,2010-10-25,Mine - POP Mix,1,False
Taylor Swift,Speak Now,2010-10-25,Sparks Fly,2,False
Taylor Swift,Speak Now,2010-10-25,Back To December,3,False
Taylor Swift,Speak Now,2010-10-25,Speak Now,4,False
Taylor Swift,Speak Now,2010-10-25,Dear John,5,False
Taylor Swift,Speak Now,2010-10-25,Mean,6,False
Taylor Swift,Speak Now,2010-10-25,The Story Of Us,7,False
Taylor Swift,Speak Now,2010-10-25,Never Grow Up,8,False
Taylor Swift,Speak Now,2010-10-25,Enchanted,9,False
Taylor Swift,Speak Now,2010-10-25,Better Than Revenge,10,False
Taylor Swift,Speak Now,2010-10-25,Innocent,11,False
Taylor Swift,Speak Now,2010-10-25,Haunted,12,False
Taylor Swift,Speak Now,2010-10-25,Last Kiss,13,False
Taylor Swift,Speak Now,2010-10-25,Long Live,14,False
Taylor Swift,Speak Now (Deluxe Package),2010-01-01,Mine - POP Mix,1,False
Taylor Swift,Speak Now (Deluxe Package),2010-01-01,Sparks Fly,2,False
Taylor Swift,Speak Now (Deluxe Package),2010-01-01,Back To December,3,False
Taylor Swift,Speak Now (Deluxe Package),2010-01-01,Speak Now,4,False
Taylor Swift,Speak Now (Deluxe Package),2010-01-01,Dear John,5,False
Taylor Swift,Speak Now (Deluxe Package),2010-01-01,Mean,6,False
Taylor Swift,Speak Now (Deluxe Package),2010-01-01,The Story Of Us,7,False
Taylor Swift,Speak Now (Deluxe Package),2010-01-01,Never Grow Up,8,False
Taylor Swift,Speak Now (Deluxe Package),2010-01-01,Enchanted,9,False
Taylor Swift,Speak Now (Deluxe Package),2010-01-01,Better Than Revenge,10,False
Taylor Swift,Speak Now (Deluxe Package),2010-01-01,Innocent,11,False
Taylor Swift,Speak Now (Deluxe Package),2010-01-01,Haunted,12,False
Taylor Swift,Speak Now (Deluxe Package),2010-01-01,Last Kiss,13,False
Taylor Swift,Speak Now (Deluxe Package),2010-01-01,Long Live,14,False
Taylor Swift,Speak Now (Deluxe Package),2010-01-01,Ours,15,False
Taylor Swift,Speak Now (Deluxe Package),2010-01-01,If This Was A Movie,16,False
Taylor Swift,Speak Now (Deluxe Package),2010-01-01,Superman,17,False
Taylor Swift,Speak Now (Deluxe Package),2010-01-01,Back To December - Acoustic,18,False
Taylor Swift,Speak Now (Deluxe Package),2010-01-01,Haunted - Acoustic Version,19,False
Taylor Swift,Speak Now (Deluxe Package),2010-01-01,Mine,20,False
Taylor Swift,Speak Now (Deluxe Package),2010-01-01,Back To December,21,False
Taylor Swift,Speak Now (Deluxe Package),2010-01-01,The Story Of Us,22,False
Taylor Swift,Fearless (Platinum Edition),2008-11-11,Jump Then Fall,1,False
Taylor Swift,Fearless (Platinum Edition),2008-11-11,Untouchable,2,False
Taylor Swift,Fearless (Platinum Edition),2008-11-11,Forever & Always - Piano Version,3,False
Taylor Swift,Fearless (Platinum Edition),2008-11-11,Come In With The Rain,4,False
Taylor Swift,Fearless (Platinum Edition),2008-11-11,SuperStar,5,False
Taylor Swift,Fearless (Platinum Edition),2008-11-11,The Other Side Of The Door,6,False
Taylor Swift,Fearless (Platinum Edition),2008-11-11,Fearless,7,False
Taylor Swift,Fearless (Platinum Edition),2008-11-11,Fifteen,8,False
Taylor Swift,Fearless (Platinum Edition),2008-11-11,Love Story,9,False
Taylor Swift,Fearless (Platinum Edition),2008-11-11,Hey Stephen,10,False
Taylor Swift,Fearless (Platinum Edition),2008-11-11,White Horse,11,False
Taylor Swift,Fearless (Platinum Edition),2008-11-11,You Belong With Me,12,False
"Taylor Swift, Colbie Caillat",Fearless (Platinum Edition),2008-11-11,Breathe,13,False
Taylor Swift,Fearless (Platinum Edition),2008-11-11,Tell Me Why,14,False
Taylor Swift,Fearless (Platinum Edition),2008-11-11,You're Not Sorry,15,False
Taylor Swift,Fearless (Platinum Edition),2008-11-11,The Way I Loved You,16,False
Taylor Swift,Fearless (Platinum Edition),2008-11-11,Forever & Always,17,False
Taylor Swift,Fearless (Platinum Edition),2008-11-11,The Best Day,18,False
Taylor Swift,Fearless (Platinum Edition),2008-11-11,Change,19,False
Taylor Swift,Fearless (International Version),2008-11-11,Fearless,1,False
Taylor Swift,Fearless (International Version),2008-11-11,Fifteen,2,False
Taylor Swift,Fearless (International Version),2008-11-11,Love Story,3,False
Taylor Swift,Fearless (International Version),2008-11-11,Hey Stephen,4,False
Taylor Swift,Fearless (International Version),2008-11-11,White Horse,5,False
Taylor Swift,Fearless (International Version),2008-11-11,You Belong With Me,6,False
"Taylor Swift, Colbie Caillat",Fearless (International Version),2008-11-11,Breathe,7,False
Taylor Swift,Fearless (International Version),2008-11-11,Tell Me Why,8,False
Taylor Swift,Fearless (International Version),2008-11-11,You're Not Sorry,9,False
Taylor Swift,Fearless (International Version),2008-11-11,The Way I Loved You,10,False
Taylor Swift,Fearless (International Version),2008-11-11,Forever & Always,11,False
Taylor Swift,Fearless (International Version),2008-11-11,The Best Day,12,False
Taylor Swift,Fearless (International Version),2008-11-11,Change,13,False
Taylor Swift,Fearless (International Version),2008-11-11,Our Song - International Mix,14,False
Taylor Swift,Fearless (International Version),2008-11-11,Teardrops On My Guitar - International Mix,15,False
Taylor Swift,Fearless (International Version),2008-11-11,Should've Said No - International Mix,16,False
Taylor Swift,Live From Clear Channel Stripped 2008,2008-06-28,Love Story - Live From Clear Channel Stripped 2008,1,False
Taylor Swift,Live From Clear Channel Stripped 2008,2008-06-28,Fearless - Live From Clear Channel Stripped 2008,2,False
Taylor Swift,Live From Clear Channel Stripped 2008,2008-06-28,Beautiful Eyes - Live From Clear Channel Stripped 2008,3,False
Taylor Swift,Live From Clear Channel Stripped 2008,2008-06-28,Untouchable - Live From Clear Channel Stripped 2008,4,False
Taylor Swift,Live From Clear Channel Stripped 2008,2008-06-28,Teardrops On My Guitar - Live From Clear Channel Stripped 2008,5,False
Taylor Swift,Live From Clear Channel Stripped 2008,2008-06-28,Picture To Burn - Live From Clear Channel Stripped 2008,6,False
Taylor Swift,Live From Clear Channel Stripped 2008,2008-06-28,Should've Said No - Live From Clear Channel Stripped 2008,7,False
Taylor Swift,Live From Clear Channel Stripped 2008,2008-06-28,Change - Live From Clear Channel Stripped 2008,8,False
Taylor Swift,Taylor Swift (Deluxe Edition),2006-10-24,Tim McGraw,1,False
Taylor Swift,Taylor Swift (Deluxe Edition),2006-10-24,Picture To Burn,2,False
Taylor Swift,Taylor Swift (Deluxe Edition),2006-10-24,Teardrops On My Guitar - Radio Single Remix,3,False
Taylor Swift,Taylor Swift (Deluxe Edition),2006-10-24,A Place in this World,4,False
Taylor Swift,Taylor Swift (Deluxe Edition),2006-10-24,Cold As You,5,False
Taylor Swift,Taylor Swift (Deluxe Edition),2006-10-24,The Outside,6,False
Taylor Swift,Taylor Swift (Deluxe Edition),2006-10-24,Tied Together with a Smile,7,False
Taylor Swift,Taylor Swift (Deluxe Edition),2006-10-24,Stay Beautiful,8,False
Taylor Swift,Taylor Swift (Deluxe Edition),2006-10-24,Should've Said No,9,False
Taylor Swift,Taylor Swift (Deluxe Edition),2006-10-24,Mary's Song (Oh My My My),10,False
Taylor Swift,Taylor Swift (Deluxe Edition),2006-10-24,Our Song,11,False
Taylor Swift,Taylor Swift (Deluxe Edition),2006-10-24,I'm Only Me When I'm With You,12,False
Taylor Swift,Taylor Swift (Deluxe Edition),2006-10-24,Invisible,13,False
Taylor Swift,Taylor Swift (Deluxe Edition),2006-10-24,A Perfectly Good Heart,14,False
Taylor Swift,Taylor Swift (Deluxe Edition),2006-10-24,Teardrops on My Guitar - Pop Version,15,False
