Unnamed: 0,track_name,album_name,key,mode,tempo,energy,danceability,duration_min,time_signature,valence,acousticness,instrumentalness,liveness,loudness,speechiness,release_date,album_id
172,I Did Something Bad,reputation,C,Minor,82.989,60.2,69.6,3.9708833333333335,4/4,30.5,6.79,0.00211,6.959999999999999,-6.156,15.9,2017-11-10,6DEjYFkNZh67HP7R9PSZvv
173,Don’t Blame Me,reputation,A,Minor,135.917,53.400000000000006,61.5,3.940216666666666,4/4,19.3,10.6,0.00176,6.069999999999999,-6.719,3.86,2017-11-10,6DEjYFkNZh67HP7R9PSZvv
174,Delicate,reputation,A,Minor,95.045,40.400000000000006,75.0,3.8708833333333335,4/4,4.99,21.6,0.0357,9.11,-10.178,6.819999999999999,2017-11-10,6DEjYFkNZh67HP7R9PSZvv
175,Look What You Made Me Do,reputation,A,Minor,128.07,70.89999999999999,76.6,3.530883333333333,4/4,50.6,20.4,0.00141,12.6,-6.471,12.3,2017-11-10,6DEjYFkNZh67HP7R9PSZvv
176,So It Goes...,reputation,D,Major,74.957,61.0,57.4,3.79845,4/4,37.4,12.2,0.00011,13.0,-7.283,7.32,2017-11-10,6DEjYFkNZh67HP7R9PSZvv
177,Gorgeous,reputation,G,Major,92.027,53.5,80.0,3.494666666666667,4/4,45.1,7.13,0.000948,21.3,-6.684,13.5,2017-11-10,6DEjYFkNZh67HP7R9PSZvv
178,Getaway Car,reputation,D,Major,172.054,68.89999999999999,56.2,3.893783333333333,4/4,35.099999999999994,0.4649999999999999,0.0002229999999999,8.88,-6.745,12.7,2017-11-10,6DEjYFkNZh67HP7R9PSZvv
179,King Of My Heart,reputation,C,Major,110.01,70.3,67.5,3.572,4/4,31.4,0.882,0.000221,3.91,-7.902,3.82,2017-11-10,6DEjYFkNZh67HP7R9PSZvv
180,Dancing With Our Hands Tied,reputation,C,Minor,160.024,69.1,62.4,3.5251166666666665,4/4,28.4,6.04,0.0011,13.8,-6.686,19.6,2017-11-10,6DEjYFkNZh67HP7R9PSZvv
181,Dress,reputation,C,Major,120.085,46.9,71.89999999999999,3.83955,4/4,8.51,3.29,0.0,16.900000000000002,-8.792,5.33,2017-11-10,6DEjYFkNZh67HP7R9PSZvv
182,This Is Why We Can't Have Nice Things,reputation,F,Major,163.96,78.9,56.7,3.4522166666666667,4/4,43.8,1.5599999999999998,0.0,38.2,-5.986,11.5,2017-11-10,6DEjYFkNZh67HP7R9PSZvv
183,Call It What You Want,reputation,A,Major,163.954,50.4,59.8,3.391783333333333,4/4,25.2,18.6,0.0221,34.0,-9.874,7.31,2017-11-10,6DEjYFkNZh67HP7R9PSZvv
184,New Year’s Day,reputation,C,Major,94.922,15.1,66.10000000000001,3.92445,4/4,23.0,92.1,0.0,13.0,-12.864,3.54,2017-11-10,6DEjYFkNZh67HP7R9PSZvv
185,Tim McGraw,Taylor Swift,C,Major,76.009,49.1,57.99999999999999,3.86845,4/4,42.5,57.49999999999999,0.0,12.1,-6.462,2.51,2006-10-24,5eyZZoQEFQWRHkV2xgAeBw
186,Picture To Burn,Taylor Swift,G,Major,105.586,87.7,65.8,2.88445,4/4,82.1,17.299999999999997,0.0,9.62,-2.098,3.2300000000000004,2006-10-24,5eyZZoQEFQWRHkV2xgAeBw
187,Teardrops On My Guitar - Radio Single Remix,Taylor Swift,Bb,Major,99.953,41.7,62.1,3.384,4/4,28.9,28.8,0.0,11.9,-6.941,2.31,2006-10-24,5eyZZoQEFQWRHkV2xgAeBw
188,A Place in this World,Taylor Swift,A,Major,115.028,77.7,57.6,3.32,4/4,42.8,5.1,0.0,32.0,-2.881,3.24,2006-10-24,5eyZZoQEFQWRHkV2xgAeBw
189,Cold As You,Taylor Swift,F,Major,175.558,48.2,41.8,3.98355,4/4,26.1,21.7,0.0,12.3,-5.769,2.66,2006-10-24,5eyZZoQEFQWRHkV2xgAeBw
190,The Outside,Taylor Swift,F,Major,112.982,80.5,58.9,3.451783333333333,4/4,59.1,0.491,0.0,24.0,-4.055,2.93,2006-10-24,5eyZZoQEFQWRHkV2xgAeBw
191,Tied Together with a Smile,Taylor Swift,D,Major,146.165,57.8,47.9,4.135116666666667,4/4,19.2,52.5,0.0,8.41,-4.963,2.94,2006-10-24,5eyZZoQEFQWRHkV2xgAeBw
192,Stay Beautiful,Taylor Swift,Ab,Major,131.597,62.9,59.4,3.9342166666666665,4/4,50.4,8.68,0.0,13.7,-4.919,2.46,2006-10-24,5eyZZoQEFQWRHkV2xgAeBw
193,Should've Said No,Taylor Swift,E,Minor,167.964,77.7,47.6,4.036666666666667,4/4,47.2,1.03,0.0,19.6,-3.771,2.89,2006-10-24,5eyZZoQEFQWRHkV2xgAeBw
194,Mary's Song (Oh My My My),Taylor Swift,D,Major,74.9,62.7,40.3,3.551333333333333,4/4,37.4,1.77,0.0,18.2,-5.28,2.92,2006-10-24,5eyZZoQEFQWRHkV2xgAeBw
195,Our Song,Taylor Swift,D,Major,89.011,67.2,66.8,3.351783333333333,4/4,53.900000000000006,11.1,0.0,32.9,-4.931,3.03,2006-10-24,5eyZZoQEFQWRHkV2xgAeBw
196,I'm Only Me When I'm With You,Taylor Swift,Ab,Major,143.964,93.4,56.3,3.550883333333333,4/4,51.8,0.4519999999999999,0.0807,10.3,-3.629,6.460000000000001,2006-10-24,5eyZZoQEFQWRHkV2xgAeBw
197,Invisible,Taylor Swift,G,Major,96.001,39.4,61.2,3.3871166666666666,4/4,23.3,63.7,0.0,14.7,-5.723,2.43,2006-10-24,5eyZZoQEFQWRHkV2xgAeBw
198,A Perfectly Good Heart,Taylor Swift,E,Major,156.092,75.1,48.3,3.6691166666666666,4/4,26.8,0.349,0.0,12.8,-5.726,3.65,2006-10-24,5eyZZoQEFQWRHkV2xgAeBw
199,Teardrops on My Guitar - Pop Version,Taylor Swift,Bb,Major,199.997,75.3,45.9,2.98445,4/4,48.3,4.02,0.0,8.63,-3.827,5.37,2006-10-24,5eyZZoQEFQWRHkV2xgAeBw
200,You’re Losing Me (From The Vault),Midnights (The Til Dawn Edition),C,Major,102.969,39.6,74.4,4.630533333333333,4/4,18.0,50.9,0.319,12.1,-13.712,5.7,2023-11-29,5q3jthpn2h59P7pe2gmAl7
201,Carolina - From The Motion Picture “Where The Crawdads Sing”,Other,B,Minor,115.851,18.9,47.6,4.4073166666666665,4/4,32.4,90.4,0.000452,25.4,-13.777,3.29,2022-06-24,5Bwg2XxrjTlrNy6BC7KQZf
202,The Joker And The Queen (feat. Taylor Swift),Other,C,Major,133.83,30.9,52.8,3.0903666666666667,4/4,30.7,92.4,0.0002099999999999,28.2,-7.398,3.29,2022-02-11,0vkAczpFKCazPKaoLtnBr0
203,Safe & Sound (feat. Joy Williams and John Paul White) (Taylor’s Version),Red (Taylor's Version),G,Major,145.126,31.8,40.6,3.994466666666667,4/4,27.800000000000004,79.0,0.000288,7.539999999999999,-11.052,2.8400000000000003,2021-11-12,1qEs8XpGGduMUF7jfAs5l3
204,Eyes Open (Taylor's Version),Red (Taylor's Version),G,Major,136.982,76.2,56.7,4.0544,4/4,23.8,0.0635,0.0564999999999999,18.6,-7.05,3.58,2021-11-12,6AeF9IkXFpHz5H3wUNX3L3
205,Renegade - Pop Version,Other,C,Major,167.949,72.6,34.1,3.858783333333333,4/4,63.0,31.5,0.00627,9.48,-7.271,6.99,2021-08-17,49yiYOnz2UyaNl72xvDERt
206,If This Was A Movie (Taylor’s Version),Fearless (Taylor's Version),E,Major,147.82,69.89999999999999,47.1,3.9503666666666666,4/4,23.4,9.97,0.0,22.9,-3.745,2.8000000000000003,2021-04-09,6IZm7NfvWyXp952VF36Z5F
207,Only The Young - Featured in Miss Americana,Other,F,Minor,93.516,78.0,56.00000000000001,2.6251166666666665,4/4,60.2,0.244,0.0,7.140000000000001,-4.895,5.17,2020-01-31,5LGsh3kexUfi3qkIIxb8vK
208,Christmas Tree Farm,Other,G,Major,134.002,68.0,59.8,3.80045,4/4,43.7,6.0,0.0,32.4,-4.505,3.31,2019-12-06,5JnnrTE35MQagEnEkFthiF
209,All Of The Girls You Loved Before,Lover,D,Major,96.042,46.7,72.89999999999999,3.6901166666666665,3/4,40.1,71.0,0.00453,12.9,-9.682,4.19,2019-08-23,1Uauz6ql2dIPvIOH4JiuhD
210,"Sweeter Than Fiction - From ""One Chance"" Soundtrack",Other,F#,Major,135.012,61.4,71.0,3.9606666666666666,4/4,67.30000000000001,0.164,0.0154,7.85,-6.965,3.66,2013-10-21,11e4xCXllbvk8pWc1cCas1
211,The Fate of Ophelia,The Life of a Showgirl,F,Major,124.0,60.0,73.0,3.76666,4/4,52.0,27.0,0.0,10.0,-5.0,3.0,2025-10-03,4a6NzYL1YHRUgx9e3YZI6I
212,Elizabeth Taylor,The Life of a Showgirl,D,Major,82.0,63.0,62.0,3.466666,4/4,56.0,36.0,0.0,12.0,-7.0,4.0,2025-10-03,4a6NzYL1YHRUgx9e3YZI6I
213,Opalite,The Life of a Showgirl,E,Minor,125.0,82.0,81.0,3.916666,4/4,80.0,8.0,0.0,4.0,-5.0,4.0,2025-10-03,4a6NzYL1YHRUgx9e3YZI6I
214,Father Figure,The Life of a Showgirl,B,Minor,94.0,66.0,75.0,3.55,4/4,32.0,30.0,0.0,25.0,-6.0,4.0,2025-10-03,4a6NzYL1YHRUgx9e3YZI6I
215,Eldest Daughter,The Life of a Showgirl,G,Major,77.0,32.0,47.0,4.1,4/4,32.0,81.0,0.0,13.0,-7.0,3.0,2025-10-03,4a6NzYL1YHRUgx9e3YZI6I
216,Ruin The Friendship,The Life of a Showgirl,G,Major,160.0,70.0,62.0,3.68333,4/4,59.0,37.0,0.0,10.0,-6.0,11.0,2025-10-03,4a6NzYL1YHRUgx9e3YZI6I
217,Actually Romantic,The Life of a Showgirl,C#,Minor,170.0,43.0,71.0,2.73333,4/4,72.0,50.0,0.0,10.0,-8.0,17.0,2025-10-03,4a6NzYL1YHRUgx9e3YZI6I
218,Wi$h Li$t,The Life of a Showgirl,C,Major,148.0,49.0,69.0,3.45,4/4,48.0,30.0,0.0,8.0,-7.0,4.0,2025-10-03,4a6NzYL1YHRUgx9e3YZI6I
219,Wood,The Life of a Showgirl,F,Major,100.0,71.0,80.0,2.516666,4/4,78.0,27.0,0.0,59.0,-7.0,19.0,2025-10-03,4a6NzYL1YHRUgx9e3YZI6I
220,CANCELLED!,The Life of a Showgirl,G,Minor,91.0,40.0,73.0,3.51666,4/4,46.0,53.0,0.0,19.0,-9.0,4.0,2025-10-03,4a6NzYL1YHRUgx9e3YZI6I
221,Honey,The Life of a Showgirl,B,Minor,164.0,54.0,68.0,3.03333,4/4,54.0,39.0,0.0,33.0,-7.0,10.0,2025-10-03,4a6NzYL1YHRUgx9e3YZI6I
222,The Life of a Showgirl (feat. Sabrina Carpenter),The Life of a Showgirl,C,Major,157.0,54.0,54.0,4.03333,4/4,49.0,26.0,0.0,49.0,-8.0,14.0,2025-10-03,4a6NzYL1YHRUgx9e3YZI6I
